ライセンスリスク,チーム,リポジトリ/プロジェクトグループ,マニフェスト/プロジェクト,パッケージタイプ,ソフトウェア,ライセンス,"OSI 認定なしのライセンスを含む",プロジェクトサイト,ソースコードリポジトリ,パッケージリポジトリ
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,js-tokens@4.0.0,MIT,false,,,"https://www.npmjs.com/package/js-tokens"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,jsesc@2.5.2,MIT,false,,,"https://www.npmjs.com/package/jsesc"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,jss@10.9.0,MIT,false,,,"https://www.npmjs.com/package/jss"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"jss-plugin-camel-case@10.9.0",MIT,false,,,"https://www.npmjs.com/package/jss-plugin-camel-case"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"jss-plugin-default-unit@10.9.0",MIT,false,,,"https://www.npmjs.com/package/jss-plugin-default-unit"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,jss-plugin-global@10.9.0,MIT,false,,,"https://www.npmjs.com/package/jss-plugin-global"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,jss-plugin-nested@10.9.0,MIT,false,,,"https://www.npmjs.com/package/jss-plugin-nested"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"jss-plugin-props-sort@10.9.0",MIT,false,,,"https://www.npmjs.com/package/jss-plugin-props-sort"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"jss-plugin-rule-value-function@10.9.0",MIT,false,,,"https://www.npmjs.com/package/jss-plugin-rule-value-function"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"jss-plugin-vendor-prefixer@10.9.0",MIT,false,,,"https://www.npmjs.com/package/jss-plugin-vendor-prefixer"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,lodash@4.17.21,MIT,false,,,"https://www.npmjs.com/package/lodash"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,loose-envify@1.4.0,MIT,false,,,"https://www.npmjs.com/package/loose-envify"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,ms@2.1.2,MIT,false,,,"https://www.npmjs.com/package/ms"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,object-assign@4.1.1,MIT,false,,,"https://www.npmjs.com/package/object-assign"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,popper.js@1.16.1-lts,MIT,false,,,"https://www.npmjs.com/package/popper.js"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"postcss-value-parser@4.2.0",MIT,false,,,"https://www.npmjs.com/package/postcss-value-parser"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,prop-types@15.8.1,MIT,false,,,"https://www.npmjs.com/package/prop-types"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,react@17.0.2,MIT,false,,,"https://www.npmjs.com/package/react"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,react-dom@17.0.2,MIT,false,,,"https://www.npmjs.com/package/react-dom"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,react-is@16.13.1,MIT,false,,,"https://www.npmjs.com/package/react-is"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,react-is@17.0.2,MIT,false,,,"https://www.npmjs.com/package/react-is"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,react-redux@7.2.6,MIT,false,,,"https://www.npmjs.com/package/react-redux"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"react-transition-group@4.4.2",BSD-3-Clause,false,,,"https://www.npmjs.com/package/react-transition-group"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,redux@4.1.2,MIT,false,,,"https://www.npmjs.com/package/redux"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,redux-logger@3.0.6,MIT,false,,,"https://www.npmjs.com/package/redux-logger"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,redux-thunk@2.4.1,MIT,false,,,"https://www.npmjs.com/package/redux-thunk"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,"regenerator-runtime@0.13.9",MIT,false,,,"https://www.npmjs.com/package/regenerator-runtime"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,reselect@4.1.5,MIT,false,,,"https://www.npmjs.com/package/reselect"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,scheduler@0.20.2,MIT,false,,,"https://www.npmjs.com/package/scheduler"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,shallowequal@1.1.0,MIT,false,,,"https://www.npmjs.com/package/shallowequal"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,source-map@0.5.7,BSD-3-Clause,false,,,"https://www.npmjs.com/package/source-map"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,styled-components@5.3.3,MIT,false,,,"https://www.npmjs.com/package/styled-components"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,supports-color@5.5.0,MIT,false,,,"https://www.npmjs.com/package/supports-color"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,tiny-warning@1.0.3,MIT,false,,,"https://www.npmjs.com/package/tiny-warning"
,"System Development",cybozu-garoon-plugin,guide-portlet@yarn,npm,to-fast-properties@2.0.0,MIT,false,,,"https://www.npmjs.com/package/to-fast-properties"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,"@kintone/rest-api-client@5.6.0",MIT,false,,,"https://www.npmjs.com/package/@kintone/rest-api-client"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,asynckit@0.4.0,MIT,false,,,"https://www.npmjs.com/package/asynckit"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,axios@1.7.9,MIT,false,,,"https://www.npmjs.com/package/axios"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,call-bind@1.0.7,MIT,false,,,"https://www.npmjs.com/package/call-bind"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,combined-stream@1.0.8,MIT,false,,,"https://www.npmjs.com/package/combined-stream"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,core-js@3.39.0,MIT,false,,,"https://www.npmjs.com/package/core-js"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,"define-data-property@1.1.4",MIT,false,,,"https://www.npmjs.com/package/define-data-property"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,delayed-stream@1.0.0,MIT,false,,,"https://www.npmjs.com/package/delayed-stream"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,es-define-property@1.0.0,MIT,false,,,"https://www.npmjs.com/package/es-define-property"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,es-errors@1.3.0,MIT,false,,,"https://www.npmjs.com/package/es-errors"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,follow-redirects@1.15.6,MIT,false,,,"https://www.npmjs.com/package/follow-redirects"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,form-data@4.0.0,MIT,false,,,"https://www.npmjs.com/package/form-data"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,function-bind@1.1.1,MIT,false,,,"https://www.npmjs.com/package/function-bind"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,function-bind@1.1.2,MIT,false,,,"https://www.npmjs.com/package/function-bind"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,get-intrinsic@1.1.3,MIT,false,,,"https://www.npmjs.com/package/get-intrinsic"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,get-intrinsic@1.2.4,MIT,false,,,"https://www.npmjs.com/package/get-intrinsic"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,gopd@1.0.1,MIT,false,,,"https://www.npmjs.com/package/gopd"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,has@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,"has-property-descriptors@1.0.2",MIT,false,,,"https://www.npmjs.com/package/has-property-descriptors"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,has-proto@1.0.1,MIT,false,,,"https://www.npmjs.com/package/has-proto"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,has-symbols@1.0.3,MIT,false,,,"https://www.npmjs.com/package/has-symbols"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,hasown@2.0.2,MIT,false,,,"https://www.npmjs.com/package/hasown"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,js-base64@3.7.7,BSD-3-Clause,false,,,"https://www.npmjs.com/package/js-base64"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,mime@3.0.0,MIT,false,,,"https://www.npmjs.com/package/mime"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,mime-db@1.52.0,MIT,false,,,"https://www.npmjs.com/package/mime-db"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,mime-types@2.1.35,MIT,false,,,"https://www.npmjs.com/package/mime-types"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,object-inspect@1.13.1,MIT,false,,,"https://www.npmjs.com/package/object-inspect"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,proxy-from-env@1.1.0,MIT,false,,,"https://www.npmjs.com/package/proxy-from-env"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,qs@6.13.1,BSD-3-Clause,false,,,"https://www.npmjs.com/package/qs"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,"set-function-length@1.2.2",MIT,false,,,"https://www.npmjs.com/package/set-function-length"
,"System Development",cybozu-garoon-plugin,"import-email-to-kintone@yarn",npm,side-channel@1.0.6,MIT,false,,,"https://www.npmjs.com/package/side-channel"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,@babel/code-frame@7.16.7,MIT,false,,,"https://www.npmjs.com/package/@babel/code-frame"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,@babel/generator@7.16.8,MIT,false,,,"https://www.npmjs.com/package/@babel/generator"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"@babel/helper-annotate-as-pure@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-annotate-as-pure"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"@babel/helper-environment-visitor@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-environment-visitor"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"@babel/helper-function-name@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-function-name"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"@babel/helper-get-function-arity@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-get-function-arity"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"@babel/helper-hoist-variables@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-hoist-variables"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"@babel/helper-module-imports@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-module-imports"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"@babel/helper-split-export-declaration@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-split-export-declaration"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"@babel/helper-validator-identifier@7.16.7",MIT,false,,,"https://www.npmjs.com/package/@babel/helper-validator-identifier"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,@babel/highlight@7.16.10,MIT,false,,,"https://www.npmjs.com/package/@babel/highlight"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,@babel/parser@7.16.12,MIT,false,,,"https://www.npmjs.com/package/@babel/parser"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,@babel/template@7.16.7,MIT,false,,,"https://www.npmjs.com/package/@babel/template"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,@babel/traverse@7.16.10,MIT,false,,,"https://www.npmjs.com/package/@babel/traverse"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,@babel/types@7.16.8,MIT,false,,,"https://www.npmjs.com/package/@babel/types"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"@emotion/is-prop-valid@0.8.8",MIT,false,,,"https://www.npmjs.com/package/@emotion/is-prop-valid"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,@emotion/memoize@0.7.4,MIT,false,,,"https://www.npmjs.com/package/@emotion/memoize"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,@emotion/stylis@0.8.5,MIT,false,,,"https://www.npmjs.com/package/@emotion/stylis"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,@emotion/unitless@0.7.5,MIT,false,,,"https://www.npmjs.com/package/@emotion/unitless"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,ansi-styles@3.2.1,MIT,false,,,"https://www.npmjs.com/package/ansi-styles"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"babel-plugin-styled-components@2.0.2",MIT,false,,,"https://www.npmjs.com/package/babel-plugin-styled-components"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"babel-plugin-syntax-jsx@6.18.0",MIT,false,,,"https://www.npmjs.com/package/babel-plugin-syntax-jsx"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,camelize@1.0.0,MIT,false,,,"https://www.npmjs.com/package/camelize"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,chalk@2.4.2,MIT,false,,,"https://www.npmjs.com/package/chalk"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,color-convert@1.9.3,MIT,false,,,"https://www.npmjs.com/package/color-convert"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,color-name@1.1.3,MIT,false,,,"https://www.npmjs.com/package/color-name"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,css-color-keywords@1.0.0,ISC,false,,,"https://www.npmjs.com/package/css-color-keywords"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"css-to-react-native@3.0.0",MIT,false,,,"https://www.npmjs.com/package/css-to-react-native"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,debug@4.3.3,MIT,false,,,"https://www.npmjs.com/package/debug"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"escape-string-regexp@1.0.5",MIT,false,,,"https://www.npmjs.com/package/escape-string-regexp"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,globals@11.12.0,MIT,false,,,"https://www.npmjs.com/package/globals"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,has-flag@3.0.0,MIT,false,,,"https://www.npmjs.com/package/has-flag"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"hoist-non-react-statics@3.3.2",BSD-3-Clause,false,,,"https://www.npmjs.com/package/hoist-non-react-statics"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,js-tokens@4.0.0,MIT,false,,,"https://www.npmjs.com/package/js-tokens"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,jsesc@2.5.2,MIT,false,,,"https://www.npmjs.com/package/jsesc"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,lodash@4.17.21,MIT,false,,,"https://www.npmjs.com/package/lodash"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,loose-envify@1.4.0,MIT,false,,,"https://www.npmjs.com/package/loose-envify"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,ms@2.1.2,MIT,false,,,"https://www.npmjs.com/package/ms"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,object-assign@4.1.1,MIT,false,,,"https://www.npmjs.com/package/object-assign"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,"postcss-value-parser@4.2.0",MIT,false,,,"https://www.npmjs.com/package/postcss-value-parser"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,react@17.0.2,MIT,false,,,"https://www.npmjs.com/package/react"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,react-dom@17.0.2,MIT,false,,,"https://www.npmjs.com/package/react-dom"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,react-is@16.13.1,MIT,false,,,"https://www.npmjs.com/package/react-is"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,scheduler@0.20.2,MIT,false,,,"https://www.npmjs.com/package/scheduler"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,shallowequal@1.1.0,MIT,false,,,"https://www.npmjs.com/package/shallowequal"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,source-map@0.5.7,BSD-3-Clause,false,,,"https://www.npmjs.com/package/source-map"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,styled-components@5.3.3,MIT,false,,,"https://www.npmjs.com/package/styled-components"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,supports-color@5.5.0,MIT,false,,,"https://www.npmjs.com/package/supports-color"
,"System Development",cybozu-garoon-plugin,plugin@yarn,npm,to-fast-properties@2.0.0,MIT,false,,,"https://www.npmjs.com/package/to-fast-properties"
,"System Development",cybozu-garoon-plugin,questionnaire@yarn,npm,asynckit@0.4.0,MIT,false,,,"https://www.npmjs.com/package/asynckit"
,"System Development",cybozu-garoon-plugin,questionnaire@yarn,npm,axios@1.7.9,MIT,false,,,"https://www.npmjs.com/package/axios"
,"System Development",cybozu-garoon-plugin,questionnaire@yarn,npm,combined-stream@1.0.8,MIT,false,,,"https://www.npmjs.com/package/combined-stream"
,"System Development",cybozu-garoon-plugin,questionnaire@yarn,npm,delayed-stream@1.0.0,MIT,false,,,"https://www.npmjs.com/package/delayed-stream"
,"System Development",cybozu-garoon-plugin,questionnaire@yarn,npm,follow-redirects@1.15.6,MIT,false,,,"https://www.npmjs.com/package/follow-redirects"
,"System Development",cybozu-garoon-plugin,questionnaire@yarn,npm,form-data@4.0.0,MIT,false,,,"https://www.npmjs.com/package/form-data"
,"System Development",cybozu-garoon-plugin,questionnaire@yarn,npm,mime-db@1.52.0,MIT,false,,,"https://www.npmjs.com/package/mime-db"
,"System Development",cybozu-garoon-plugin,questionnaire@yarn,npm,mime-types@2.1.35,MIT,false,,,"https://www.npmjs.com/package/mime-types"
,"System Development",cybozu-garoon-plugin,questionnaire@yarn,npm,proxy-from-env@1.1.0,MIT,false,,,"https://www.npmjs.com/package/proxy-from-env"
